Clear_Concept	Rewatch	Checkback_Reference	Skipping	non_dropout	IPI
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-65.9	-59	-82.3	-158.2	1	8
-66.892893	-65.1	-82.4	-161.3	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-86.2	-59.9	-59.1	-102.1	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-128.8	-68.8	-38.4	-88.9	0	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
3.714214	-11.846447	-15.246447	-72.392893	0	0
-128	-102	-98	-168	1	0
-128	-102	-98	-168	0	0
-112.8	-50.3	-4.5	-40.7	0	-6
-74.752786	-25.411146	-27.9	-86.3	0	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-58.5	-45.3	-30.2	-70.4	0	0
-128	-102	-98	-168	0	0
-102	-86	-90	-166	0	0
-65.9	-59	-82.3	-158.2	1	8
-34.185786	-45.5	-72.8	-138.5	1	0
-169.519678	-130.919678	-87.978712	-130.031308	1	-6
-46.9	-23.714305	-17.028609	-22.614437	0	0
-25.585786	-56.1	-76.4	-141.6	0	0
1	-33.5	-73.9	-139.3	0	0
-149.7	-77.924588	-31.124588	-47.421296	0	-6
-65.757464	-49.9	-22	-26.10859	0	0
-100.1	-49.870584	-8.311753	-10.135258	1	-6
-123	-78	-23.887628	-18.546386	0	-6
-176.5	-111.829986	-74.419944	-112.969594	0	-8
8.513594	-35.2	-83.2	-157	1	8
-92.3	-66.7151	-23.42265	-24.00755	0	0
-69.3	-35.685786	-52.3	-111.8	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-105.376393	-47.981966	-11.181966	-17.658359	1	-6
-102	-86	-90	-166	0	0
-136	-76.2	-16.475255	-48.791752	1	-6
-90.701973	-40.801973	-43.1	-112.6	1	0
-88.347197	-41.947197	-63.1	-133	1	0
-102	-86	-90	-166	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-22.4	-39.1	-75.8	-143	1	0
-16.450084	-19.792893	-24.5	-38.157191	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102.8	-54.8	-54.4	-114.7	0	-6
-128	-102	-98	-168	1	0
-135.5	-71.5	-11.145299	-39.92265	0	-6
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-55.9	-51.6	-54.2	-93.9	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-161.9	-114.7	-52.37321	-111.915889	0	-8
-149.5	-85.1	-37.075736	-99.2	0	-8
-80	-27.845299	-18.1	-70.02265	0	0
-128	-102	-98	-168	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-102	-86	-90	-166	0	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-46.3	-51.8	-73.3	-135.7	0	0
-74.7	-64.8	-82.5	-158.3	0	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-71.692893	-64.9	-87.7	-167	0	8
-65.9	-59	-82.3	-158.2	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-127.7	-69.5	-13.52265	-41.82265	1	-6
-102	-86	-90	-166	0	0
-64.6	-39.1	-49.4	-98.2	0	0
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	1	8
-96.840743	-85.6	-104.8	-194	1	6
-93	-61	-58.3	-100.8	0	0
-120.9	-75.1	-64.3	-118.7	1	-6
-72.1	-29.567949	-28.6	-85.1	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.9	-75.1	-64.3	-118.7	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-45.492893	-73.7	-84.6	-143.7	1	2
-120.2	-100.4	-96.1	-168	1	0
-71.6	-38.792893	-50.6	-111.8	1	0
-126.2	-77.2	-12.733333	-5.533333	1	-6
-120.2	-100.4	-96.1	-168	1	0
-29.2	-41.8	-50.3	-106.1	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-120.9	-75.1	-64.3	-118.7	1	-6
-40.183503	-52.4	-59.291752	-105.5	1	0
-128	-102	-98	-168	0	0
-88.6	-57.8	-44.5	-68.4	1	0
-120.2	-100.4	-96.1	-168	1	0
-10.867949	-41.3	-70.2	-136.8	1	0
-53	-37.8	-50.7	-100.6	0	0
-120.2	-100.4	-96.1	-168	1	0
-124.9	-66.592893	-24.6	-55.7	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-120.9	-75.1	-64.3	-118.7	1	-6
3.766667	-4.566667	-23.5	-76.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-30.15	-11.4	-0.45	-2.25	0	0
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-55	-18.666667	-16.733333	-66.5	0	0
-122.1	-67.9	-39.1	-89.9	1	-6
-65.9	-59	-82.3	-158.2	0	8
-71.6	-38.792893	-50.6	-111.8	1	0
-2.7	-47.2	-80	-154.2	1	8
8.789822	-25.422036	-55.5	-110.5	1	0
6.233893	-9.522036	-23.6	-78.3	0	0
-68.705573	-62.6	-85.8	-164	0	8
-130.5	-74	-29.083503	-87.2	1	-6
-26.62265	-48.5	-80.4	-144.7	0	8
-120.9	-75.1	-64.3	-118.7	1	-6
-128	-102	-98	-168	0	0
-74.7	-64.8	-82.5	-158.3	0	8
-82.892893	-74.1	-95.3	-179	0	8
-128.2	-76.3	-64.1	-118.2	0	-6
-102	-86	-90	-166	0	0
-102	-86	-90	-166	0	0
-31.639407	-72.3	-104	-193	1	8
-1.288142	-23.622036	-51.4	-100.2	0	0
-27.55051	-43.6	-79.6	-149	1	8
-71.292893	-47.7	-54.492893	-115.3	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-52.8	-30.545299	-25.92265	-73	0	0
-123.7	-69.9	-9.534752	-16.081966	0	-6
-178.731551	-142.061333	-117.422666	-181.011107	0	0
-31.682971	-11.582971	-1.165942	-9.582971	0	0
-93	-81.2	-68.7	-102.8	0	-2
-48.5	-53.7	-80	-147.3	0	8
-49.590693	-83.8	-115.4	-208	0	6
-46.8	-26	-11.8	-62.6	0	0
-71.051317	-67.183772	-89.5	-173	0	8
-16.585786	-25.892893	-20.028595	-88.528595	0	0
-120.9	-75.1	-64.3	-118.7	1	-6
-27.398489	-26.498489	-34.849244	-95.5	0	0
-60.1	-77.9	-82.7	-141.2	0	2
-129.9	-69.5	-25.9	-79.5	0	-6
-120.2	-100.4	-96.1	-168	0	0
-68.367007	-67.091752	-89.5	-173	1	8
-128.2	-76.3	-64.1	-118.2	1	-6
3.509068	-8.798489	-50.698489	-114	0	0
-76.5	-63.941801	-30.225403	-84.909006	1	0
-64.228595	-86.8	-75.2	-118.4	0	-2
-38.63775	-28.867949	-31.22265	-101.80755	0	0
-120.2	-100.4	-96.1	-168	1	0
-82.7	-55.6	-22.7	-51	0	0
-74.12265	-49.5	-55.72265	-116.8	1	0
-76.595466	-76.7	-99	-177.3	0	8
-34.185786	-45.5	-72.8	-138.5	0	0
13.206045	-2.396977	-13.1	-73.496977	0	0
-8.45	-34	-22.6	-45.7	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-62.9	-60.8	-80.3	-143	0	2
-18.667949	-28.82265	-44.3	-110.00755	1	0
-92	-84.3	-88.1	-144.3	0	6
-19.392443	-25.595466	-53.2	-110.8	0	0
-73.652921	-71.8	-91.5	-176	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-59.1	-36.333333	-5.266667	-45.866667	0	0
-67.8	-56.3	-54.7	-96	0	0
-44.9	-11.02265	-26.2	-71.1	1	0
-85.16795	-31.8906	-10.16795	-58.1	1	0
-102	-86	-90	-166	0	0
-114.276207	-100.333594	-72.160653	-110.860653	0	-8
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-92	-84.3	-88.1	-144.3	0	6
-36.232233	-49.9	-80	-150.2	1	8
-39.6	-78.1	-88.2	-149.6	0	8
-31.994649	-54.632739	-79.7	-155.6	0	8
-28.775255	-23.191752	-51.6	-105.1	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-135.5	-73.3	-19.045299	-56.4	0	-6
-128.8	-68.8	-38.4	-88.9	0	-6
-128.2	-76.3	-64.1	-118.2	0	-6
2.233893	-11.9	-49.4	-104.6	0	0
-57.297366	-58.349671	-55.349671	-136.1	0	0
-61.6906	-69.5	-91.2	-167.7	1	8
-128	-102	-98	-168	0	0
-27.664298	-30.592893	-28.164298	-92.528595	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-29.064537	-52.430969	-51.730969	-120	0	0
-81.202956	-78.100985	-73.100985	-130.1	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-128.2	-76.3	-64.1	-118.2	0	-6
-128	-102	-98	-168	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-128.2	-76.3	-64.1	-118.2	0	-6
-4.166107	-14.3	-13.144071	-69.544071	0	0
-11.3	-15.296977	-12.696977	-69.595466	0	0
-128	-102	-98	-168	0	0
-122.1	-67.9	-39.1	-89.9	1	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-128.2	-76.3	-64.1	-118.2	0	-6
-128.2	-76.3	-64.1	-118.2	0	-6
-128	-102	-98	-168	0	0
-42.1	-54.5	-83.8	-156.2	1	8
17.85	-35.9	-88.8	-169	1	8
-188.7	-115	-36.786936	-44.280855	0	-8
-120.9	-75.1	-64.3	-118.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102	-86	-90	-166	0	0
-71.7	-21.645299	-24.2	-79.82265	1	0
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-102	-86	-90	-166	1	0
-74.36795	-67.2	-89.6	-170	1	8
-102.8	-54.8	-54.4	-114.7	1	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-112.8	-50.3	-4.5	-40.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-43.7	-10.805573	-11.7	-48	1	0
-120.9	-75.1	-64.3	-118.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-102.8	-54.8	-54.4	-114.7	1	-6
-65.9	-59	-82.3	-158.2	0	8
-102	-86	-90	-166	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-104.4	-46.9	-29.4	-86	0	-6
-102	-86	-90	-166	1	0
-80	-71.8	-93.4	-176	0	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-128	-102	-98	-168	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-102	-86	-90	-166	1	0
-128.2	-76.3	-64.1	-118.2	0	-6
-101.5	-53.7	-19.4	-63.9	0	-6
-90.9	-33.133333	-8.5	-51.533333	0	0
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	0	0
-128	-102	-98	-168	0	0
-71.5	-42.3	-35	-91.3	0	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-69.3	-35.885786	-50.5	-111.9	1	0
-102	-86	-90	-166	1	0
-80	-71.8	-93.4	-176	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-65.9	-59	-82.3	-158.2	1	8
-96.9	-84.4	-88.1	-166.2	0	6
-10.867949	-39.2	-72	-136.3	1	0
-102	-86	-90	-166	1	0
-69.3	-35.685786	-52.3	-111.8	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	0	0
-25.667949	-58.4	-78.3	-144.6	1	6
-68.705573	-62.6	-85.8	-164	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-102.447423	-90.2	-108.6	-200	0	0
-135.64335	-122.4	-133.3	-242	1	0
-85.154846	-63.2	-55.930969	-105.3	0	0
-135.627461	-83.19399	-48.045492	-95.948497	0	-8
-72.765478	-32.298216	-29.4	-67.6	0	0
-122.357299	-66.598071	-39.579614	-69.618457	0	-6
-71.051317	-67.183772	-89.5	-173	0	8
-102	-86	-90	-166	0	0
-151.949314	-125.504109	-89.252055	-159.815068	0	0
-118.039916	-101.409979	-81.906653	-128.661642	0	-6
-69.569253	-43.243966	-48.081322	-118.2	0	0
-136.746718	-105.410382	-60.610382	-99.762977	0	-8
-135.25652	-118.307285	-113.169095	-192	1	0
-176.883761	-146.816091	-107.803159	-170.787068	0	0
-79.529612	-76.4	-95.3	-182	1	8
-133.637557	-114.767401	-83.600551	-128.933701	0	-6
-68.5	-63.6	-80.9	-158.4	1	8
-76.53934	-40.2	-18.23934	-89	0	0
-90.99986	-55.319944	-30.379916	-40.319664	0	0
-92.092893	-57.3	-26.394924	-42.393908	0	0
-80.06414	-63.232293	-41.899554	-87	0	0
-33.89916	-32.755089	-29.344071	-105	0	0
-48.75061	-52.343826	-36.421913	-58.943826	0	0
-82.846447	-72.6	-69.8	-78.646447	0	0
-43.667935	-52.7	-22.628595	-48.410744	0	0
-75.474774	-60.712161	-48.843468	-73.555629	0	0
-132.163636	-72.709091	-46.036364	-75.545455	0	-6
-71.5	-46.7	-44.3	-84.3	0	0
-128	-102	-98	-168	0	0
-170	-107.5	-65.196178	-101.784713	0	-8
-13.262074	-15.050929	-37.6	-112	0	0
-121.9	-77.3	-63.6	-120.9	0	-6
-16.551317	-20.9	-14.467544	-85.1	0	0
-110	-87.994962	-57.994962	-88.190932	0	-8
-51.434852	-28.369703	-10.117426	-19.904555	0	0
-123.6	-68.664199	-39.988714	-58.128398	0	-6
-86.752002	-53.282001	-40.694	-59.046002	0	0
-41.501973	-25.963158	-22.2	-41.281579	0	0
-13.502251	-8.844786	-38.9	-106.5	0	0
0.412461	-39.1	-76.3	-135	0	0
-87.7	-50.7	-26	-31.905573	0	0
-140.697866	-106.786214	-74.221554	-118.88233	1	-8
-42.376814	-47.425259	-48.625259	-133.825259	1	0
-190.298144	-162.974536	-123.515451	-191.774536	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-73.652921	-71.8	-91.5	-176	1	8
-120.2	-100.4	-96.1	-168	1	0
-128.8	-68.8	-38.4	-88.9	0	-6
-120.2	-100.4	-96.1	-168	1	0
-80.962935	-114.4	-155.2	-274	1	6
-66.006768	-57.240674	-57.905084	-127.905084	0	0
-65.9	-59	-82.3	-158.2	1	8
-83.6	-39.2	-0.185786	-35.785786	0	0
-102	-86	-90	-166	0	0
-65.9	-59	-82.3	-158.2	0	8
-58.399359	-33.719616	-30.579744	-99.939872	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-122.1	-67.9	-39.1	-89.9	1	-6
-74.53934	-29.946447	-21.346447	-67.446447	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-76.733975	-40.4	-33.611325	-100.1	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-85.835618	-61.207722	-33.483687	-57.503861	0	0
-27.269703	-18.952277	-17.134852	-36.087129	0	0
-68.2	-67.2	-87.7	-170	1	8
-68.2	-67.2	-87.7	-170	1	8
-87.829275	-81.161325	-100.9	-191	1	6
-74.7	-64.8	-82.5	-158.3	0	8
-68.2	-67.2	-87.7	-170	1	8
-68.705573	-62.6	-85.8	-164	0	8
-100.8	-47.35	-5.65	-53.15	0	-6
-71.6	-38.792893	-50.6	-111.8	1	0
-102	-86	-90	-166	1	0
-68.2	-67.2	-87.7	-170	1	8
-127.7	-69.5	-13.52265	-41.82265	1	-6
-63.872827	-44.667547	-52.267547	-82.067547	0	0
-127.73934	-94.150951	-62.281282	-94.204505	0	-8
-40.892893	-9.946447	-8.33934	-49	0	0
-132.7	-69.2	-11.892893	-39.192893	0	-6
-68.5	-63.6	-80.9	-158.4	1	8
-45.895466	-35.698489	-55.5	-112.7	0	0
-68.2	-67.2	-87.7	-170	1	8
-68.2	-67.2	-87.7	-170	1	8
1.341641	-39.7	-73.8	-142.2	0	0
-61.967949	-62.8	-83.9	-164	1	8
-65.9	-59	-82.3	-158.2	0	8
-21.877124	-19.133053	-11.533053	-57	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-47.443826	-36.35061	-21.706784	-41.219131	0	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-135.7	-76.2	-12	-10.783503	0	-6
-73.652921	-71.8	-91.5	-176	0	8
-63.885786	-60.8	-84.1	-161.2	0	8
-74.9	-32.4	-17.2	-77.5	0	0
-120.2	-100.4	-96.1	-168	1	0
-70.709006	-55.983602	-27.467204	-44.096304	0	0
-401.099581	-322.263477	-267.485475	-419.324686	1	0
-130.646584	-118.539003	-89.545287	-148.793716	0	0
-76.481966	-71.876393	-93.3	-179	0	8
-120.2	-100.4	-96.1	-168	1	0
-89.1	-66.4	-10.15	-6.2	0	0
-97.507335	-64.605868	-34.014671	-103.704401	0	0
-120.2	-100.4	-96.1	-168	1	0
-77.367544	-45.067544	-59.7	-123.6	0	0
-157.9	-89.7	-16.108911	-10.890693	0	-8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	1	0
-45.492893	-73.7	-84.6	-143.7	1	2
-12.779274	-16.82265	-61	-123.5	1	0
-145.019804	-108.219944	-71.939888	-107.809762	0	-8
-120.2	-100.4	-96.1	-168	1	0
-122.1	-67.9	-39.1	-89.9	1	-6
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-62.9	-60.8	-80.3	-143	1	2
-102	-86	-90	-166	1	0
-102	-86	-90	-166	0	0
-102	-86	-90	-166	1	0
7.411211	-46.5	-94.5	-175	0	8
-110	-52	-16.567949	-80.4	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-149.5	-82.8	-10.345299	-18.62265	0	-8
-120.2	-100.4	-96.1	-168	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-71.192893	-65.4	-82.6	-161.2	1	8
-121.8	-76.6	-62.9	-119.9	0	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.2	-67.2	-87.7	-170	1	8
-36.232233	-49.9	-80	-150.2	1	8
-50.32265	-59.32265	-58.2	-107.1	1	0
-61.9	-39.7	-31.9	-90.1	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-70.1	-67.1	-84	-164.2	1	8
-13.5	-24.8	-51.8	-101.6	1	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-46.4	-21.9	-12	-45.3	0	0
-120.2	-100.4	-96.1	-168	1	0
-41.858359	-40.952786	-57.7	-108.7	1	0
-128.2	-76.3	-64.1	-118.2	0	-6
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-104.4	-46.9	-29.4	-86	0	-6
-128.8	-68.8	-38.4	-88.9	1	-6
-128	-102	-98	-168	0	0
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-128	-102	-98	-168	0	0
-93	-61	-58.3	-100.8	0	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-86.2	-59.9	-59.1	-102.1	1	0
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-64.632739	-62.632739	-26.965478	-88.932739	1	0
-138.5	-80.8	-33.32265	-96.2	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-122.1	-67.9	-39.1	-89.9	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-42.305573	-38.02918	-29.1	-54.976393	0	0
-112.8	-54.3	-18.975255	-83.4	0	-6
-118.627922	-91.223269	-75.146537	-115.093075	0	-8
-34.347197	-19.873599	-13.473599	-28.033996	0	0
-21.808911	-26.463564	-9.627128	-57.008911	0	0
-19.829857	-15.587322	-8.157464	-8.987322	0	0
-7.182337	-17.870584	-16.441169	-81.311753	0	0
-103.111322	-74.989153	-61.944814	-94.167458	0	-6
-43.741801	-31.6	-21.183602	-82.141801	0	0
-69.9	-66.122036	-39.6	-33.266107	0	0
-8.258359	-22.752786	-21.952786	-69	0	0
-86.8	-32.55	-4.65	-24.5	0	0
-77.634852	-43.134852	-18.587129	-25.174258	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
