Clear_Concept	Rewatch	Checkback_Reference	Skipping	non_dropout	IPI
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	0	8
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-69.3	-35.685786	-52.3	-111.8	1	0
-128.8	-68.8	-38.4	-88.9	0	-6
-128	-102	-98	-168	0	0
-75.5	-59.1	-26.963564	-79.645346	0	0
-143.9	-78.2	-9.658759	-46.791752	0	-6
-68.545299	-46.52265	-58.7	-118.2	0	0
-69.3	-35.885786	-50.5	-111.9	1	0
-37.8	-56.1	-76.8	-139.5	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-2.947011	-51.6	-86.9	-166	1	8
-102	-86	-90	-166	1	0
-108.6	-61.1	-7.391752	2.841241	0	-6
1.933333	-36.166667	-59.3	-116.5	1	0
-80.6	-61.3	-13.469703	-13.921981	0	0
-110.4	-50.982971	-15.782971	-26.12337	0	-6
21.013594	-26.7	-83.1	-157	1	8
-112.5	-58.7	-3.346447	0.214214	0	-6
-65.5	-44.4	-38.3	-77	0	0
-41.4	-34.485786	-46.6	-96.5	0	0
-102	-86	-90	-166	0	0
-124.9	-66.592893	-24.6	-55.7	1	-6
-135.5	-70.72265	-9.52265	-15.92265	0	-6
-128.8	-68.8	-38.4	-88.9	0	-6
-128.2	-100.4	-78.3	-122	0	-8
-128.8	-68.8	-38.4	-88.9	0	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-33.228595	-27.564298	-20.864298	-84.728595	0	0
-144.5	-83.2	-16.109006	-55.941801	1	-8
-57.6	-50.196304	-32.879906	-58.225403	0	0
-130.5	-74	-29.083503	-87.2	1	-6
-120.2	-100.4	-96.1	-168	1	0
-130.4	-75.8	-20.898489	-18.390932	0	-6
-45.657003	-32.29951	-10.642507	-18.485504	0	0
-102	-86	-90	-166	0	0
-128	-102	-98	-168	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-138.3	-73.191752	-7.9	3.516497	0	-6
-102.8	-54.8	-54.4	-114.7	0	-6
-97.9	-64.7	-9.587322	-17.229857	0	0
-102	-86	-90	-166	0	0
-102	-86	-90	-166	0	0
-94.8	-34.433975	-2.32265	-2.979274	0	0
-102	-86	-90	-166	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-75.5	-46.7	-55.4	-112.5	0	0
-121	-99.1	-76.8	-122.7	0	-8
-79.529612	-76.4	-95.3	-182	1	8
-122.1	-67.9	-39.1	-89.9	1	-6
-68.5	-63.6	-80.9	-158.4	1	8
-53.733333	-31.733333	-4.966667	-37.533333	0	0
-128.2	-76.3	-64.1	-118.2	1	-6
-62.4	-34.892893	-52.6	-111.8	0	0
-49.896977	-41.3	-17.2	-25.396977	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-65.9	-59	-82.3	-158.2	0	8
-68.705573	-62.6	-85.8	-164	0	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-66.7	-78.7	-84.3	-140.5	0	2
-84.7	-83	-86.5	-145	1	6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-131.1	-89.4	-27.251114	-20.9289	0	-8
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	0	0
-74.2	-51.9	-21.72265	-67.345299	0	0
-102	-86	-90	-166	0	0
-19	-31.8	-48.3	-102.3	0	0
-98.3	-69.6	-15.82918	-7.634752	0	0
-34.1	-23.582971	-1.165942	1.042572	0	0
-120.2	-100.4	-96.1	-168	1	0
-132.7	-104.3	-76.1	-74.185786	0	-8
-128.8	-68.8	-38.4	-88.9	0	-6
-100.9	-67	-13.271131	-10.383503	0	-6
-128.8	-101	-74.3	-88.7	0	-8
-120.2	-100.4	-96.1	-168	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-132.7	-71.3	-19.792893	-51.092893	0	-6
19.962278	-38.7	-81.2	-157	1	8
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
7.845751	-37.8	-77.4	-148	0	6
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-44.281782	-26.745346	-5.108911	-0.690693	0	0
-60.1	-77.8	-82.9	-141.5	1	2
-135.5	-71.4	-9.82265	-13.845299	0	-6
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-141.1	-111.2	-81.8	-84.114929	0	-6
-128.8	-68.8	-38.4	-88.9	1	-6
-141.1	-85.2	-48.2	-43.188142	0	-8
-128.8	-75	-48.5	-82.7	0	-6
-65.9	-59	-82.3	-158.2	0	8
-112.5	-58.6	-5.146447	7.86066	1	-6
-102	-86	-90	-166	0	0
-98.9	-53.398489	-21.2	-19.395466	0	0
-120.2	-100.4	-96.1	-168	1	0
-72.3	-57.083772	-4.351317	2.064911	0	0
-152.3	-85.1	-16.8453	-4.258549	0	-8
-75.3	-42.5	-9.205573	-32.6	0	0
-132.7	-69.2	-11.892893	-39.192893	0	-6
-54.181782	-20.963564	-2.672475	-1.127128	0	0
-100.6	-53.4	-40.8934	-59.160398	0	-6
-120.2	-100.4	-96.1	-168	1	0
-57.855669	-45.591752	-34.427834	-41.639172	0	0
-135.5	-106.6	-78	-77.705573	0	-8
-107.2	-44.992893	-15.892893	-53.7	0	-6
-102	-86	-90	-166	0	0
-82.9	-28.9	-10.9	-72.7	0	0
-112.4	-63.7	-39.3	-90.2	0	-6
-3.866107	-6.766107	-25.5	-70.4	0	0
-67.1	-27.9	-28.6	-74.3	0	0
-80.133333	-34.566667	-57.5	-124.1	0	0
-54.822036	-22.688142	-17.022036	-69.722036	0	0
-65.9	-59	-82.3	-158.2	0	8
-78.4	-32.085786	-26.8	-82.4	0	0
-110	-52	-16.567949	-80.4	0	-6
-36.1	-18.998489	-10.293955	-65.695466	0	0
-35.22265	-42.611325	-51.811325	-108.3	0	0
-102	-86	-90	-166	0	0
-102	-86	-90	-166	0	0
-69.7	-28.1	-22.4	-48.8	0	0
-121.1	-77.9	-12.36795	-4.81325	0	-6
-128.2	-76.3	-64.1	-118.2	0	-6
-63.636142	-59.282971	-39.891486	-60.2702	1	0
8.866025	-35.5	-75.5	-145	1	6
-20.328742	-31.257219	-11.628609	-39.442914	0	0
-44.221998	-43.246	-33.373	-54.591999	0	0
-120.2	-100.4	-96.1	-168	1	0
-33.885786	-41.3	-74.5	-138.4	1	0
-30.892893	-11.746447	-29.4	-85.4	0	0
0.497749	-3.472393	-24.7	-86	1	0
-85.8453	-36.12265	-44.6453	-97.72265	0	0
7.509401	-19.6	-33.4	-99.6	1	0
-102	-86	-90	-166	1	0
3.833333	-5.6	-8.866667	-68	1	0
-12.146606	-53.9	-90.7	-169	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-43.5	-30.946447	-1.246447	-0.13934	1	0
-91.231779	-81	-101	-188	0	6
-31.659692	-58.3	-94.6	-172.1	0	8
-168.157714	-131.795075	-110.025279	-170.381877	0	0
-70.773599	-28.420796	-9.460398	-11.933996	0	0
-46.872393	-35.557464	-0.414929	-22	0	0
-48.22265	-35.8	-49.72265	-99.3	0	0
-62.340118	-50.592095	-36.044071	-63.496047	0	0
-128	-102	-98	-168	0	0
-129.6	-64.1	-6.135089	-9.302633	0	-6
-54.903884	-37.811652	-2.627187	-3.431071	0	0
-72.819944	-71.159972	-67.359972	-121.1	0	0
-65.9	-59	-82.3	-158.2	0	8
-57.8	-21.32265	3.47735	7.1094	1	0
-43.403884	-30.915535	-5.315535	-15.627187	0	0
-71.6	-41.5	-6.576393	-1.411146	1	0
-75.891752	-59.187628	-25.887628	-44.995876	0	0
-123.735601	-94.7	-46.306803	-55.378005	0	-8
-97.3	-70.1	-24.220395	-19.122368	0	0
-88.881782	-57.463564	-16.4	-7.545346	0	0
-166.3	-96.6	-22.192893	-18.607275	1	-8
-129.9	-77.1	-45.4	-58.2	0	-6
-116.6	-69.9	-36.458253	-51.468936	0	-6
-82.7	-43	-12.63934	-11.40901	1	0
-132.7	-69.7	-20.6	-31.592893	0	-6
-115.6	-52.152786	-1.452786	-0.858359	1	-6
-143	-79.7	-29.611652	-41.238839	0	-6
-124.5	-77.8	-24.328501	-13.485014	0	-6
-87.8	-47.6	-12.8	-14.066107	1	0
-69.8	-36	-14.02265	-68.02265	0	0
-56.1	-12	-4	-0.5	0	0
-10.796433	-8.563694	-12.532739	-49	0	0
-135.1	-89.4	-26.7	-19.460747	0	-8
-92	-84.3	-88.1	-144.3	0	6
-87.3	-55.2	-19.5	-3.07868	0	0
-22.614305	-26.714305	-20.414305	-19.071523	0	0
-102	-86	-90	-166	0	0
-33.283772	-32.583772	-0.783772	9.632456	1	0
-34.185786	-45.5	-72.8	-138.5	1	0
-102	-86	-90	-166	0	0
-50.2	-39.1	-11.322036	-30.022036	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-102	-86	-90	-166	0	0
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-62.9	-60.8	-80.3	-143	0	2
-84.7	-83	-86.5	-145	1	6
-120.2	-100.4	-96.1	-168	1	0
-37.8	-56.1	-76.8	-139.5	1	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
7.494427	-15.858359	-41.8	-94.4	0	0
-74.36795	-67.2	-89.6	-170	0	8
-128	-102	-98	-168	0	0
-128.8	-75	-48.5	-82.7	0	-6
-128	-102	-98	-168	0	0
-102	-86	-90	-166	0	0
-100.074574	-94.82265	-112.3	-209	0	0
-28.532213	-43.522036	-81.4	-152	0	8
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-4.963932	-35.3	-75.7	-142.1	0	0
-121.8	-76.6	-62.9	-119.9	1	-6
-120.2	-100.4	-96.1	-168	1	0
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-60.1	-77.8	-82.9	-141.5	1	2
-120.8	-101.1	-96.2	-168.2	1	0
-62.692893	-58.092893	-82	-161	0	8
-68.2	-67.2	-87.7	-170	1	8
-10.867949	-41.3	-70.2	-136.8	1	0
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	1	0
5.050851	-47	-83.1	-160	1	8
-120.2	-100.4	-96.1	-168	1	0
-41.885786	-51.4	-72.9	-137.9	1	0
-41.885786	-51.4	-72.9	-137.9	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	0	8
-128	-102	-98	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-124.5	-69.9	-38.7	-92.6	1	-6
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-102	-86	-90	-166	1	0
-77	-70	-86.4	-167.2	1	8
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-71.192893	-65.4	-82.6	-161.2	1	8
-120.2	-100.4	-96.1	-168	1	0
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	1	0
-61.967949	-62.8	-83.9	-164	1	8
-74.7	-64.8	-82.5	-158.3	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-72.735089	-69.5	-91.5	-173	0	8
-124.9	-66.592893	-24.6	-55.7	1	-6
-40.9	-18.7	-25.7	-77.8	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-96.9	-84.4	-88.1	-166.2	0	6
-68.5	-63.6	-80.9	-158.4	1	8
-14.2	-26.8	-52	-101.9	1	0
-102	-86	-90	-166	0	0
-65.9	-59	-82.3	-158.2	0	8
-120.2	-100.4	-96.1	-168	1	0
-22.4	-39.1	-75.8	-143	1	0
-128.8	-75	-48.5	-82.7	1	-6
-68.705573	-62.6	-85.8	-164	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	0	0
-141.1	-75.9	-10	-0.911146	0	-6
-129.9	-66.6	-23.4	-54.1	0	-6
-63.7	-19.341801	1.974597	5.290994	0	0
-146.7	-80.5	-23.266667	-10.866667	0	-6
-96.8	-81.183752	-60.086267	-89.977561	0	-2
-30.242914	-29.614305	-12.471523	-15.957351	0	0
-60.6	-22.9	3.466667	9.333333	1	0
-105.7	-56.7	-12.023877	-24.647753	0	-6
-135	-71.7	-41.5	-46.847197	0	-6
-102	-86	-90	-166	0	0
-58.9	-43.4	-6.657464	-0.744786	0	0
-94.299496	-64.899496	-26.798992	-32.391939	0	0
-55.3	-23.922036	-15.8	-12.688142	0	0
-92.4	-40.7	-17.233333	-23.066667	0	0
-68.5	-46.7	-15.6	-27.4	0	0
-123.8	-66.2	-25.591752	-16.383503	0	-6
-88.9	-40.3453	-0.56795	-15.6453	1	0
-102.8	-54.8	-54.4	-114.7	0	-6
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-128.8	-68.8	-38.4	-88.9	0	-6
-78.2	-38.9	1.424745	7.616497	0	0
-128	-102	-98	-168	0	0
-143.3	-106.4	-46.9	-53.898111	1	-8
-74.1	-28.264298	2.207107	10.649916	1	0
-135.5	-73.6	-18.945299	-53.82265	0	-6
-110.1	-88.346454	-46.415485	-65.225176	0	-8
-142.1	-119.931503	-85.943834	-124.989019	0	-6
-137.6	-86.4	-20.225403	-16.909006	1	-8
-118.730969	-65.392907	-36.554846	-46.985815	0	-6
-160.7	-92	-33.1	-23.042723	0	-8
-153.6	-83.358791	-40.558791	-67.216071	0	-8
-58.1	-24.72265	1.83205	0.27735	0	0
-160.7	-100	-59.1	-54.311338	0	-8
-112.8	-54.3	-18.975255	-83.4	0	-6
-223.5	-168.8	-99.987846	-134.676525	0	-6
-132.7	-104.3	-76.1	-74.185786	0	-8
-132.7	-104.3	-76.1	-74.185786	0	-8
-75.3	-43.9	-0.245299	5.37735	0	0
-30.5	1.032456	-15.4	-31.4	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-98.8	-49.137779	-32.413336	-47.215564	0	0
-128.8	-68.8	-38.4	-88.9	0	-6
-80	-28.72265	-18.6	-45.745299	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-53.523223	-50.1	-24.76967	-29.40901	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-108.7	-71	-12.228595	-3.550084	0	-6
-57.3	-9.751317	5.848683	-34.367544	0	0
-128.8	-68.8	-38.4	-88.9	0	-6
-104.4	-52.4	-41.3	-83.6	0	-6
-27.160398	-17.820796	-0.086799	-16.460398	0	0
-44	-23.22265	-26.3	-72.32265	0	0
-83.6	-37.1	-5.6	-5.432233	0	0
-22	-10.366107	-8.933053	-20.244071	0	0
-138.3	-81.6	-43.9	-31.9	0	-8
-77.631071	-62.817477	-45.805826	-89	0	0
-69.4	-46.6	-2.492893	3.507107	0	0
-66.7	-78.7	-84.3	-140.5	0	2
-16.045299	-42.96906	-67.8	-108.1	1	0
0.012461	-20.252786	-30.5	-73.3	0	0
-160.4	-89.4	-27.059653	-39.579826	0	-8
-35.4	-23.752786	-19.652786	-50.6	0	0
-102	-86	-90	-166	0	0
-121.2	-57.2	-3.432213	-47.822036	0	-6
-124	-59.5	-4.892893	-5.432233	0	-6
-33.885786	-43.1	-74.2	-137.7	0	0
-4.641591	-13.060398	-29.873599	-97.086799	0	0
-17.6	3.23205	5.2	-5.72265	0	0
-80.2	-59	-11.971202	-12.55601	0	0
-115.6	-56.6	-21.195466	-86.4	1	-6
-128.8	-75.5	-48.7	-84.5	0	-6
-128.8	-75	-48.5	-82.7	0	-6
-135.2	-68.7	-19.2	-26.347421	0	-6
-107.2	-54.4	-38.6	-57.392893	0	-6
-132.4	-66.4	-13.081782	-12.454257	0	-6
-107.2	-44.992893	-15.892893	-53.7	0	-6
-116.857003	-65.457003	-20.828011	-36.514006	0	-6
-22.685786	-13.592893	-15.6	-48.746447	0	0
-152.3	-87.4	-39.027896	-102.2	0	-8
-112.5	-69.36516	-30.66064	-45.90772	1	-6
-100.1	-49.26795	-7.335899	-11.0906	0	-6
-128.8	-75	-48.5	-82.7	0	-6
-113.638842	-75.059228	-36.498071	-52.033055	0	-6
-41.046447	-32.746447	-10.385786	-68.792893	0	0
-110	-50	-13.245299	-54.8	0	-6
-128	-102	-98	-168	0	0
-73.766107	-49.9	-37.322036	-98.6	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-62.9	-60.8	-80.3	-143	0	2
-67.2	-45.1	-2.733333	-13.3	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-128.8	-68.8	-38.4	-88.9	0	-6
-128	-102	-98	-168	0	0
-68.6	-54.7	-55	-97.8	0	0
-141.1	-75.522036	-5.044071	-11.822036	0	-6
-55.6	-25.9	-30.3	-76.9	0	0
-126.5	-78.3	-28.6151	-35.5302	0	-6
-96.9	-37.4	-2.632739	-0.327388	0	0
-102	-86	-90	-166	0	0
-92	-84.3	-88.1	-144.3	0	6
-97.913934	-71	-47.627867	-71.153271	0	0
-113.5	-80.6	-32.9	-21.920796	0	-6
-87.1	-64.128595	-6.192893	4.685618	0	0
-7.746447	-8.246447	-13.6	-67.2	0	0
-64.832739	-46.4	-12.365478	-29.032739	0	0
-96.9	-37.3	-6.452786	-3.434752	0	0
-85.6	-31.152786	0.2	-4.958359	0	0
-81.3	-49.691752	-5.391752	3.924745	0	0
-134.16516	-89.96516	-44.46064	-50.1774	0	-8
-52.4	-45	-35.8	-38.375255	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-45	-68.3	-68.5	-108.1	0	0
-92	-32.396977	2.206045	-2.793955	0	0
-128.8	-101	-74.3	-88.7	0	-8
-128.2	-76.3	-64.1	-118.2	0	-6
-138.9	-80.9	-35.02265	-96.2	1	-8
-128.2	-76.3	-64.1	-118.2	0	-6
-138.9	-78.6	-11.710178	-49.822036	1	-6
-169.1	-98.9	-24.363564	-21.799603	0	-8
-23.698216	-17.465478	-6.432739	-15.663694	0	0
-128	-102	-98	-168	0	0
-146.7	-80.122036	-8.844071	-0.688142	0	-6
-145.4	-88.3	-25.2	-25.8258	0	-8
-120.2	-100.4	-96.1	-168	1	0
-128.2	-76.3	-64.1	-118.2	0	-6
-128.2	-100.4	-78.3	-122	0	-8
-128.2	-76.3	-64.1	-118.2	0	-6
-149.5	-91.3	-57.637779	-60.913336	0	-8
-146.7	-80.5	-11.7	-2.032213	0	-6
-128	-102	-98	-168	0	0
-128.8	-75	-48.5	-82.7	0	-6
-50.998489	-13.9	-17.5	-10.098489	0	0
-99	-78.7	-25.83709	-22.065573	0	0
-102.8	-54.8	-54.4	-114.7	0	-6
-143.9	-78.2	-9.9	-6.75051	1	-6
-149.5	-82.576393	-31.7	-28.505573	0	-8
-128	-102	-98	-168	0	0
-69.641801	-56.7	-13	-7.941801	1	0
-128.2	-76.3	-64.1	-118.2	0	-6
-53.476393	-32.652786	-0.076393	9.012461	0	0
-143.9	-80.5	-33.111652	-93.2	0	-6
-129.9	-69.5	-25.9	-79.5	0	-6
-138.3	-76.1	-19.8	-22.7	0	-6
-90.1	-45.632739	-6.030955	-7.863694	0	0
-120.2	-100.4	-96.1	-168	1	0
-40.8	-35.9	-46.6	-94	0	0
-100.2	-54.2	-7.52265	-29.245299	0	-6
-85.8	-34.903884	-6.103884	1.745626	1	0
-14.705573	-33.452786	-52.3	-105.5	0	0
-78	-50.2	-18.3	-9.058359	0	0
-132.212683	-83.806341	-66.138049	-96.471218	0	-8
-110.5	-45.9	-8.228595	-4.407275	0	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-10.867949	-39.2	-72	-136.3	0	0
-102	-86	-90	-166	0	0
-52.6	-32.391752	3.016497	-30.483503	0	0
-89.7	-58.9	-24.745346	-75.645346	0	0
-81.1	-59.198489	-1.993955	3.307557	0	0
-144.1	-73.217157	-26.085786	-43.444365	1	-6
-11.3	-7.435089	-6.567544	-36.783772	0	0
-76.9	-27.5	2.1	16.5	0	0
-107	-56.3	-4.983503	-18.991752	0	-6
-102	-86	-90	-166	0	0
-17.911146	-47.5	-73.8	-142.3	1	0
-26.6	-17.191752	-7.5	-4.283503	0	0
-128	-102	-98	-168	0	0
-138.3	-73.7	-8.6	-40.7	0	-6
-93.7	-33.846447	6.367767	-4.492893	1	0
-64.6	-39.1	-49.4	-98.2	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-38.8	-45.9	-73.2	-136.2	1	0
-102.8	-54.8	-54.4	-114.7	0	-6
-102	-86	-90	-166	0	0
-141.1	-75.9	-8.011146	-45.852786	0	-6
-84.1	-52.022036	-1.322036	7.111858	0	0
-85.527128	-53.963564	-31.681782	-95.1	0	0
-65.62265	-37.5	-49.72265	-114.8	0	0
-122.1	-67.9	-39.1	-89.9	1	-6
-77.183503	-31.967007	-55.5	-121	1	0
-40.702251	-50.4	-87.2	-158	0	8
-102	-86	-90	-166	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-53.952921	-58.3	-83.8	-153.3	0	8
-127.3	-78.6	-46.3	-62.8	0	-6
-120.2	-100.4	-96.1	-168	1	0
-116.419131	-77.743826	-86.3	-165.6	0	2
-120.9	-75.1	-64.3	-118.7	1	-6
-128	-102	-98	-168	0	0
-120.9	-75.1	-64.3	-118.7	1	-6
-85.019804	-81	-99.1	-188	1	6
-68.5	-63.6	-80.9	-158.4	1	8
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.705573	-62.6	-85.8	-164	1	8
-69.3	-35.685786	-52.3	-111.8	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-74.4	-39.7	-50.4	-111.9	0	0
0.636068	-35.2	-73.7	-142	1	0
2.9	-37.3	-70.1	-139.1	1	0
-128	-102	-98	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.9	-75.1	-64.3	-118.7	1	-6
-19.302251	-50.6	-81.5	-154.6	1	8
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-72.4	-27.1	-51.8	-115.1	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-74.7	-64.8	-82.5	-158.3	0	8
-128	-102	-98	-168	0	0
-68.2	-67.2	-87.7	-170	1	8
-25.967949	-37	-75.8	-140.3	0	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.9	-75.1	-64.3	-118.7	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-71.192893	-65.4	-82.6	-161.2	1	8
-102	-86	-90	-166	0	0
-60.1	-77.8	-82.9	-141.5	1	2
-120.2	-100.4	-96.1	-168	1	0
-120.9	-75.1	-64.3	-118.7	1	-6
-120.9	-75.1	-64.3	-118.7	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.2	-67.2	-87.7	-170	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-61.967949	-62.8	-83.9	-164	1	8
5.298076	-44.7	-81.2	-157	1	8
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-84.7	-83	-86.5	-145	1	6
-102	-86	-90	-166	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-1.786406	-46.1	-77.4	-151	1	6
-34.185786	-45.5	-72.8	-138.5	1	0
-128	-102	-98	-168	0	0
-2.732233	-44	-75.6	-145	0	6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-121.8	-102.3	-96.5	-168.6	1	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-84.7	-83	-86.5	-145	1	6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-132.7	-77.6	-45.692893	-45.292893	0	-6
-16.414929	-14.314929	-2.157464	7.455214	0	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-68.705573	-62.6	-85.8	-164	1	8
-68.705573	-62.6	-85.8	-164	1	8
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	0	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-65.9	-59	-82.3	-158.2	1	8
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	1	0
-68.705573	-62.6	-85.8	-164	1	8
-102	-86	-90	-166	1	0
-59.6906	-65.5	-93.1	-167.7	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
